0,100000,7.28,302.69,240.514038,240.4471,5.6755,-0.0236
1,97721.47,6.708,313.844,213.743317,213.5069,-10.0509,0.047
2,95494.86,6.708,311.541,215.32309,214.2018,21.9457,-0.1021
3,93318.98,7.211,300.167,240.236649,240.1776,5.3274,-0.0222
4,91192.68,6.403,312.258,205.058853,204.7075,11.9994,-0.0586
5,89114.82,7.071,323.711,218.437469,218.0572,12.883,-0.059
6,87084.31,7.071,320.938,220.325256,218.9299,24.757,-0.1126
7,85100.07,7.81,314.803,248.099533,244.0944,44.3992,-0.1799
8,83161.04,7.211,320.69,224.862167,222.6717,31.3101,-0.1397
9,81266.2,6.708,321.286,208.791977,207.7985,20.3439,-0.0976
10,79414.52,4.243,192.107,220.848083,205.6632,80.4769,-0.373
11,77605.03,4.472,195.602,228.634888,224.7778,41.8191,-0.1839
12,75836.78,4.123,197.588,208.671906,207.218,24.5895,-0.1181
13,74108.81,4.123,205.061,201.067291,193.8169,53.5077,-0.2694
14,72420.22,4,210.281,190.221878,187.2541,33.4705,-0.1769
15,70770.11,5.099,215.418,236.703293,235.535,23.4888,-0.0994
16,69157.59,5.099,221.07,230.651672,220.1669,68.751,-0.3027
17,67581.81,5.385,224.956,239.387955,234.957,45.8453,-0.1927
18,66041.94,5.831,224.288,259.976379,254.2491,54.269,-0.2103
19,64537.15,5,226.808,220.4505,215.5826,46.0713,-0.2105
20,63066.66,5,235.478,212.333832,211.9026,13.5257,-0.0637
21,61629.66,5,238.202,209.906235,204.4413,47.5855,-0.2287
22,60225.41,5.831,238.12,244.874786,238.9729,53.4382,-0.22
23,58853.16,5.385,243.2,221.429916,217.259,42.7755,-0.1944
24,57512.17,5.385,251.287,214.303619,202.5497,69.9976,-0.3327
25,56201.74,6.083,261.105,232.962021,225.2992,59.2584,6.026
26,54921.16,6.083,262.88,231.38916,218.3602,76.5491,5.946
27,53669.77,6,252.067,238.03154,229.469,63.2692,6.0141
28,52446.89,6.083,249.104,244.185272,232.8654,73.4856,-0.3057
29,51251.87,6.083,265.648,228.978073,218.5095,68.4437,-0.3035
30,50084.08,6.325,259.237,243.967773,232.7243,73.2099,-0.3048
31,48942.9,6.708,269.817,248.62088,239.8319,65.5211,-0.2667
32,47827.72,6.708,269.409,248.997391,236.4255,78.1196,-0.3191
33,46737.95,5.831,259.201,224.958954,208.5287,84.3938,-0.3846
34,45673.01,6.403,274.401,233.34903,218.3383,82.3417,-0.3606
35,44632.34,6.403,278.21,230.154053,207.2325,100.1279,-0.4501
36,43615.38,6.403,268.561,238.423477,230.8492,59.6187,-0.2527
37,42621.59,7.211,275.772,261.48819,246.9428,85.9961,-0.3351
38,41650.44,7.211,275.347,261.891418,242.1653,99.7151,-0.3906
39,40701.43,6.708,286.791,233.905762,219.5771,80.6089,-0.3518
40,39774.03,7.28,287,253.662369,243.9024,69.6864,-0.2783
41,38867.77,7.28,279.789,260.199799,244.1174,90.059,-0.3534
42,37982.15,7.28,282.434,257.763184,236.4327,102.6715,-0.4097
43,37116.72,7.071,273.359,258.673553,240.7494,94.6136,-0.3745
44,36271,7,286.84,244.038757,230.5626,79.9738,-0.3339
45,35444.56,7,273.907,255.561264,237.9207,93.3022,-0.3737
46,34636.94,7,288.461,242.666763,216.2,110.2031,-0.4714
47,33847.73,7.071,275.089,257.046478,236.2767,101.2237,-0.4048
48,33076.5,7.28,287.002,253.660828,236.6153,91.4168,-0.3687
49,32322.84,7.28,300.248,242.469696,221.4112,98.8364,-0.4199
50,31586.35,7.28,267.994,271.65155,237.8134,131.2986,-0.5045
51,30866.65,7.616,267.526,284.674469,259.606,116.8087,-0.4228
52,30163.34,6.708,277.029,242.148193,214.9977,111.4079,-0.4781
53,29476.06,7.211,235.41,306.320648,289.7976,99.2457,-0.3299
54,28804.44,7.211,278.167,259.236237,224.873,128.9789,-0.5208
55,28148.12,7.211,279.251,258.230316,228.7737,119.7728,-0.4823
56,27506.76,7.81,288.453,270.76355,248.062,108.5271,-0.4124
