0,0.15,973.13,434.72,105875.5625,-105635.4688,-7126.1919,3.0742
1,0.1685,1798.02,892.69,31494.42188,-1457.7714,-31460.666,1.6171
2,0.1894,1997.21,159.81,196995.7969,14544.708,-196458.125,1.4969
3,0.2128,1981.29,523.44,72607.03125,-56320.2695,-45823.6641,2.4586
4,0.2391,1979.1,247.03,138744.7188,-91137.3828,-104613.9219,2.2875
5,0.2687,1974.45,23.41,1362047.625,-472744.3438,-1277374.875,1.9253
6,0.3019,2020.72,98.73,323214.4063,-56844.3906,318176.4688,-1.7476
7,0.3392,2021.72,5.39,5876843.5,5439994,2223455.25,-0.388
8,0.3811,2006.6,37.64,853251.25,-558585.375,644996.125,-2.2845
9,0.4282,2038.8,49.65,633785.125,184889.7188,606217.3125,-1.2748
10,0.4812,2070.78,43.08,722106.5,665792.875,279566.9688,-0.3975
11,0.5406,1800.78,125688.27,8772.62207,-8756.9502,-524.1299,3.0818
12,0.6075,1796.51,125329.47,8798.873047,-8785.333,-487.9397,3.0861
13,0.6826,1812.16,126248.25,8722.700195,-8705.0254,-555.0122,3.0779
14,0.7669,1822.79,126018.34,8670.890625,-8645.1338,-667.8405,3.0645
15,0.8617,1820.86,126551.68,8680.794922,-8654.0107,-681.3942,3.063
16,0.9683,1850.84,125575.52,8537.141602,-8500.7412,-787.5253,3.0492
17,1.088,1495.66,73061.38,5548.454102,-5525.3618,-505.6855,3.0503
18,1.2225,1504.72,73059.5,5522.351074,-5496.8228,-530.3768,3.0454
19,1.3736,1523.43,73071.61,5455.74707,-5424.7485,-580.7584,3.0349
20,1.5434,1525.77,73059.74,5447.387695,-5407.3828,-658.973,3.0203
21,1.7342,1533.45,73076.04,5420.556152,-5374.1934,-707.4432,3.0107
22,1.9486,1525.83,73067.23,5440.104492,-5377.6938,-821.671,2.99
23,2.1895,1548.82,73053.53,5360.788574,-5289.8867,-868.9935,2.9788
24,2.4601,1528.96,73081.54,5435.335938,-5352.5122,-945.247,2.9668
25,2.7642,1551.12,73059.7,5352.609375,-5266.0864,-958.5189,2.9615
26,3.1059,1572.88,73048.82,5286.315918,-5188.5029,-1012.2111,2.9489
27,3.4899,1604.1,73057.12,5184.848633,-5058.4248,-1137.9778,2.9203
28,3.9213,1585.76,73043.33,5243.650391,-5117.231,-1144.4708,2.9216
29,4.4061,1600.61,73076.66,5194.932617,-5023.5151,-1323.4873,2.884
30,4.9508,1687.52,73032.63,4926.130859,-4729.9766,-1376.2584,2.8584
31,5.5628,1112.11,36852.43,3796.435059,-3711.8994,-796.6938,2.9302
32,6.2504,1128.05,36853.46,3743.670898,-3639.3564,-877.5856,2.905
33,7.0231,1150.55,36848.63,3671.63501,-3539.2878,-976.9058,2.8723
34,7.8913,1166.57,36849.82,3621.246094,-3442.3044,-1124.2609,2.8259
35,8.8668,1209.89,36846.04,3495.265381,-3319.7922,-1093.5531,2.8234
36,9.9629,1227.93,36862.45,3445.254883,-3264.1321,-1102.3712,2.8159
37,11.1945,568.49,18142.82,3655.537109,-3604.5635,-608.337,2.9744
